ticket_id,created_at,customer_name,customer_segment,plan_type,arr_band,priority,status,channel,subject,description,product_area,sentiment,csat_score,first_response_hours,resolution_hours,bot_solvable_label
TCK-1249,2026-05-03,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Portal,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Product,Neutral,3,3.7,25.3,feature_request
TCK-1250,2026-05-17,Evergreen Health,Enterprise,Enterprise,$250K-$500K,Medium,In Progress,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: Evergreen Health.,Billing,Neutral,3,4.7,47.5,bot_solvable
TCK-1251,2026-03-23,HarborCloud,Enterprise,Enterprise,$250K-$500K,Critical,In Progress,Chat,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Integrations,Negative,2,0.6,73.5,human_required
TCK-1252,2026-04-17,Northstar Analytics,Enterprise,Enterprise,$500K+,High,Open,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Core Platform,Negative,2,2.2,50.9,product_bug
TCK-1253,2026-03-28,Atlas Security,Enterprise,Enterprise,$500K+,High,Closed,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Integrations,Neutral,3,8.7,63.3,human_required
TCK-1254,2026-04-01,Atlas Security,Enterprise,Enterprise,$500K+,High,Open,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Analytics,Neutral,3,1.8,76.7,product_bug
TCK-1255,2026-01-20,OrbitOps,Mid-Market,Growth,$100K-$250K,Critical,Closed,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Analytics,Negative,2,1.4,55.1,product_bug
TCK-1256,2026-02-25,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,In Progress,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Analytics,Positive,4,6.0,9.3,product_bug
TCK-1257,2026-03-12,Northstar Analytics,Enterprise,Enterprise,$500K+,High,Open,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Analytics,Neutral,3,7.3,83.9,product_bug
TCK-1258,2026-03-03,Acme Finance,Enterprise,Enterprise,$500K+,Critical,Closed,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Integrations,Negative,2,7.4,31.3,human_required
TCK-1259,2026-04-14,Acme Finance,Enterprise,Enterprise,$500K+,Low,Closed,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Billing,Positive,4,2.8,72.7,bot_solvable
TCK-1260,2026-01-09,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Closed,Email,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Product,Positive,4,5.1,11.7,feature_request
TCK-1261,2026-05-08,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,Closed,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Analytics,Neutral,3,5.2,77.6,product_bug
TCK-1262,2026-02-28,OrbitOps,Mid-Market,Growth,$100K-$250K,Medium,Closed,Email,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Product,Positive,5,4.4,10.2,feature_request
TCK-1263,2026-05-20,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Open,Chat,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Product,Neutral,3,0.3,19.3,feature_request
TCK-1264,2026-01-20,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,Open,Portal,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Automation,Neutral,3,5.2,76.9,human_required
TCK-1265,2026-02-05,Nimbus Retail,SMB,Pro,$25K-$50K,Low,Closed,Email,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Onboarding,Positive,5,6.8,37.2,bot_solvable
TCK-1266,2026-01-20,Nimbus Retail,SMB,Pro,$25K-$50K,High,Closed,Portal,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Core Platform,Neutral,3,8.7,37.5,product_bug
TCK-1267,2026-04-02,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Escalated,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Integrations,Positive,4,1.8,51.8,human_required
TCK-1268,2026-03-17,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Closed,Chat,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Onboarding,Negative,2,2.6,35.8,bot_solvable
TCK-1269,2026-04-03,HarborCloud,Enterprise,Enterprise,$250K-$500K,High,Open,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Billing,Negative,2,4.1,68.5,bot_solvable
TCK-1270,2026-04-21,BrightCart,Mid-Market,Growth,$100K-$250K,Medium,Closed,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Analytics,Positive,4,1.1,10.4,product_bug
TCK-1271,2026-03-25,Finchly,SMB,Starter,<$25K,Medium,Open,Chat,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Security,Positive,4,3.6,12.5,bot_solvable
TCK-1272,2026-04-08,Finchly,SMB,Starter,<$25K,Critical,Open,Chat,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Integrations,Negative,2,2.6,16.6,human_required
TCK-1273,2026-03-18,Nimbus Retail,SMB,Pro,$25K-$50K,High,Closed,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Core Platform,Negative,2,2.4,24.6,product_bug
TCK-1274,2026-04-28,Finchly,SMB,Starter,<$25K,High,Open,Slack Connect,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Security,Very Negative,1,8.5,37.7,bot_solvable
TCK-1275,2026-04-21,Cobalt Labs,Startup,Starter,<$25K,Medium,In Progress,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Billing,Positive,5,8.5,27.0,bot_solvable
TCK-1276,2026-03-23,BrightCart,Mid-Market,Growth,$100K-$250K,Low,Closed,Portal,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Product,Positive,5,8.7,74.8,feature_request
TCK-1277,2026-04-11,Nimbus Retail,SMB,Pro,$25K-$50K,High,Open,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Core Platform,Negative,2,5.4,52.1,product_bug
TCK-1278,2026-02-23,HarborCloud,Enterprise,Enterprise,$250K-$500K,High,Closed,Slack Connect,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Integrations,Very Negative,1,7.4,74.6,human_required
TCK-1279,2026-03-19,Summit Legal,Mid-Market,Pro,$50K-$100K,Critical,In Progress,Email,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Integrations,Very Negative,1,6.5,73.2,human_required
